Date,Open,High,Low,Close,Adj Close,Volume
2021-12-27,124.199997,124.790001,122.940002,123.930000,118.665947,30300
2022-01-03,125.660004,129.089996,123.190002,127.669998,122.247093,137300
2022-01-10,127.250000,130.610001,124.919998,128.949997,123.472725,131100
2022-01-17,128.300003,128.350006,122.980003,123.169998,117.938225,93900
2022-01-24,122.099998,125.400002,115.209999,119.370003,114.299644,163300
2022-01-31,117.930000,124.730003,117.790001,123.769997,118.512733,112900
2022-02-07,123.769997,126.430000,122.190002,123.800003,118.541489,96900
2022-02-14,123.599998,127.209999,120.779999,124.830002,119.527733,121300
2022-02-21,124.080002,125.589996,115.959999,124.099998,118.828728,116600
2022-02-28,123.870003,127.080002,115.389999,118.180000,113.160187,163100
2022-03-07,118.000000,123.870003,114.949997,123.220001,117.986115,160500
2022-03-14,125.239998,130.029999,118.400002,119.269997,114.203888,347600
2022-03-21,120.510002,123.239998,115.010002,117.089996,112.950027,206300
2022-03-28,116.000000,116.000000,107.570000,110.330002,106.429054,248200
2022-04-04,109.239998,111.440002,104.169998,108.889999,105.039963,148300
2022-04-11,109.000000,111.540001,107.860001,109.610001,105.734512,100400
2022-04-18,109.480003,114.559998,105.489998,105.639999,101.904869,110900
2022-04-25,105.099998,105.889999,101.230003,102.430000,98.808372,137500
2022-05-02,101.970001,107.980003,100.900002,106.540001,102.773056,152900
2022-05-09,105.230003,106.750000,98.389999,100.629997,97.072014,165300
2022-05-16,101.239998,105.500000,97.349998,99.080002,95.576820,147800
2022-05-23,100.989998,105.080002,98.930000,103.750000,100.081703,98200
2022-05-30,103.000000,106.050003,102.360001,102.620003,98.991653,130500
2022-06-06,103.050003,105.099998,95.209999,95.220001,91.853302,127800
2022-06-13,94.720001,95.110001,90.379997,93.629997,90.319504,259900
2022-06-20,94.570000,99.260002,94.529999,98.290001,95.804367,157200
2022-06-27,99.440002,99.440002,94.779999,98.860001,96.359947,150600
2022-07-04,97.110001,99.150002,95.430000,98.129997,95.648399,93900
2022-07-11,97.620003,99.199997,92.430000,96.510002,94.069374,136300
2022-07-18,97.900002,102.239998,97.019997,100.610001,98.065689,147000
2022-07-25,102.230003,111.239998,102.019997,110.290001,107.500893,163600
2022-08-01,109.680000,110.500000,105.029999,109.070000,106.311745,138400
2022-08-08,109.349998,116.070000,108.720001,115.820000,112.891045,114900
2022-08-15,114.989998,116.779999,113.279999,114.279999,111.389992,139600
2022-08-22,113.129997,115.199997,111.169998,111.230003,108.417122,115000
2022-08-29,110.669998,111.779999,107.500000,108.180000,105.444244,113200
2022-09-05,107.949997,108.559998,106.040001,106.459999,103.767746,86400
2022-09-12,106.940002,107.599998,101.989998,105.019997,102.364159,170600
2022-09-19,103.820000,111.250000,102.239998,103.550003,101.862617,174100
2022-09-26,104.000000,104.820000,97.760002,99.139999,97.524483,184700
2022-10-03,100.290001,106.680000,98.239998,101.120003,99.472221,146000
2022-10-10,101.610001,109.400002,100.010002,104.860001,103.151276,136900
2022-10-17,107.180000,108.790001,104.720001,107.709999,105.954826,136600
2022-10-24,108.599998,115.690002,106.650002,114.459999,112.594841,167100
2022-10-31,114.169998,117.970001,111.639999,115.330002,113.450661,139700
2022-11-07,114.800003,123.860001,113.199997,121.510002,119.529953,208900
2022-11-14,120.870003,124.919998,120.739998,124.190002,122.166290,145600
2022-11-21,123.370003,127.879997,123.239998,126.820000,124.753426,96300
2022-11-28,124.660004,126.750000,122.750000,125.250000,123.209015,154000
2022-12-05,124.290001,124.290001,117.879997,119.059998,117.119881,187000
2022-12-12,119.489998,123.379997,113.470001,115.230003,113.352295,260900
2022-12-19,115.169998,117.089996,111.800003,113.989998,113.018295,295300
2022-12-26,115.029999,115.540001,111.279999,113.489998,112.522552,153200
